SELECTION,0.02,3712,0,0
MERGE,0.00,3584,0,0
RQUICK,0.00,3584,0,0
Algorithm,Time(s),Memory(KB),0,0
BUBBLE,0.04,3584,0,0
HEAP,0.00,3840,0,0
QUICK,0.00,3712,0,0
